관리기관명,경로당명,소재지,연락처,위도,경도
부산진구,일동미라주아파트 경로당,"부산광역시 부산진구 동평로 218(부암동,일동미라주아파트)",051-808-1819,35.16906436,129.0518300
부산진구,동부 경로당,부산광역시 부산진구 당감로 97(부암동),051-804-8521,35.17028340,129.0380140
부산진구,동원부녀 노인정,부산광역시 부산진구 당감로 100(부암동),051-803-3677,35.17052543,129.0381708
부산진구,협성부녀 노인정,"부산광역시 부산진구 당감로 118(부암동,협성피닉스타운)",051-806-3574,35.17297868,129.0369505
부산진구,화승아파트 제1경로당,"부산광역시 부산진구 당감로 80(부암동,화승삼성아파트)",051-806-9201,35.16831939,129.0389440
부산진구,화승아파트 제2경로당,"부산광역시 부산진구 당감로 79(부암동,화승삼성아파트)",051-805-9201,35.16840544,129.0373205
부산진구,부강경로당,부산광역시 부산진구 백양순환로110번길 5(부암동),051-808-2451,35.16978502,129.0393689
부산진구,백양산쌍용경로당,"부산광역시 부산진구 백양산로 70(부암동,백양산쌍용스윗닷홈)",051-937-4281,35.17572773,129.0327588
부산진구,당감뜨란채노인회,"부산광역시 부산진구 백양산로 57(부암동,당감뜨란채아파트)",051-804-2062,35.17493179,129.0299054
부산진구,백양산삼정그린코아아파트경로당,"부산광역시 부산진구 용사촌로 52-16(부암동,백양산삼정그린코아)",,35.17424286,129.0345844
부산진구,월드메르디앙아파트경로당,"부산광역시 부산진구 백양산로 36(부암동,백양산월드메르디앙아파트)",,35.17354152,129.0322701
부산진구,솔내음파미유아파트경로당,"부산광역시 부산진구 부암당산로21번길 48(부암동, 솔내음파미유아파트)",,35.17383755,129.0356002
부산진구,당감1동 경로당,부산광역시 부산진구 동평로 104-10(당감동),051-896-0210,35.16538080,129.0410471
부산진구,당감1동할머니경로당,부산광역시 부산진구 동평로 104-10(당감동),051-893-8288,35.16538080,129.0410471
부산진구,장수경로당,부산광역시 부산진구 백양대로52번길 13(당감동),051-891-3524,35.16288352,129.0431886
부산진구,늘푸른경로당,부산광역시 부산진구 당감로50번길 22-7(당감동),051-893-8929,35.16605371,129.0403641
부산진구,삼익 경로당,"부산광역시 부산진구 당감로 17(당감동,삼익아파트)",051-892-0897,35.16198419,129.0398073
부산진구,삼익학수정 경로당,"부산광역시 부산진구 당감로 17(당감동,삼익아파트)",051-892-0897,35.16198419,129.0398073
부산진구,광산 노인정,부산광역시 부산진구 동평로27번가길 20(당감동),051-898-1588,35.16461132,129.0309057
부산진구,무궁화 할아버지 경로당,"부산광역시 부산진구 당감로17번길 90(당감동,무궁화아파트)",051-893-7717,35.16312105,129.0354751
부산진구,무궁화할머니 경로당,"부산광역시 부산진구 당감로17번길 90(당감동,무궁화아파트)",051-895-2734,35.16312105,129.0354751
부산진구,당평 노인정,"부산광역시 부산진구 백양관문로 10(당감동,주공아파트3단지)",051-891-5974,35.16139833,129.0324347
부산진구,국제백양 노인정,"부산광역시 부산진구 백양관문로 104(당감동,국제백양아파트)",051-897-3158,35.16803327,129.0291816
부산진구,당삼 경로당,부산광역시 부산진구 백양대로136번길 99(당감동),051-898-1504,35.16437516,129.0332298
부산진구,광산할머니 경로당,부산광역시 부산진구 동평로27번길 59(당감동),070-7395-4406,35.16634065,129.0300055
부산진구,국제프라자 아파트경로당,"부산광역시 부산진구 백양관문로 101(당감동,국제프라자아파트)",051-896-9218,35.16692947,129.0275431
부산진구,동원타워 노인회,"부산광역시 부산진구 동평로 18(당감동,동원타워)",051-891-6456,35.16403501,129.0329511
부산진구,당감동일스위트 경로당,"부산광역시 부산진구 백양관문로 115(당감동,동일스위트아파트)",051-913-9787,35.16712389,129.0258770
부산진구,당감 행복한 경로당,부산광역시 부산진구 백양대로78번길 22-10(당감동),070-7399-4784,35.16307178,129.0412152
부산진구,백당경로당,부산광역시 부산진구 동평로39번길 61-6(당감동),051-891-0608,35.16636642,129.0312133
부산진구,제일 경로당,부산광역시 부산진구 가야대로703번다길 12(당감동),051-897-5171,35.15860998,129.0474695
부산진구,태화현대1차아파트 경로당,"부산광역시 부산진구 가야대로 635-20(당감동,태화현대1차)",051-898-0277,35.15696929,129.0422678
부산진구,태화현대2차아파트 경로당,"부산광역시 부산진구 가야대로 635-13(당감동,태화현대2차)",051-895-5715,35.15619509,129.0411055
부산진구,신가야벽산블루밍경로당,"부산광역시 부산진구 마철로 98(당감동,신가야벽산블루밍)",051-892-3332,35.15829261,129.0403749
부산진구,중앙 할머니경로당,부산광역시 부산진구 가야대로691번길 58(당감동),051-894-6106,35.15755215,129.0447119
부산진구,중앙경로당,부산광역시 부산진구 마철로 65(당감동),051-894-6635,35.15775983,129.0446707
부산진구,연수정 노인회,부산광역시 부산진구 당감서로146번길 7(당감동),051-897-6842,35.17046152,129.0319457
부산진구,백산아파트경로당,"부산광역시 부산진구 백양순환로 55(당감동,백산아파트)",051-891-1552,35.17018523,129.0326338
부산진구,우국 노인회,부산광역시 부산진구 백양산로 17(당감동),051-898-1668,35.17115197,129.0334254
부산진구,보국 노인회,부산광역시 부산진구 동평로76번길 14(당감동),051-892-0045,35.16467866,129.0377890
부산진구,삼성맨션 노인회,"부산광역시 부산진구 당감서로 112(당감동,삼성맨션)",051-892-3358,35.16976867,129.0339129
부산진구,태우선파크 노인정,"부산광역시 부산진구 백양순환로35번길 43(당감동,태우선파크아파트)",051-893-9333,35.16744931,129.0321271
부산진구,백양뜨란채경로당,"부산광역시 부산진구 백양산로53번길 125(당감동,백양뜨란채아파트)",051-892-2210,35.17114925,129.0263338
부산진구,백양푸른채 경로당,"부산광역시 부산진구 백양산로53번길 62(당감동,백양푸른채아파트)",051-898-2252,35.17206762,129.0275200
부산진구,당감주공1단지경로당,"부산광역시 부산진구 백양산로53번길 125(당감동,당감주공1단지)",051-895-1117,35.17114925,129.0263338
부산진구,동평경로당,부산광역시 부산진구 백양순환로18번길 53(당감동),051-891-3367,35.16619963,129.0359642
부산진구,다복경로당,부산광역시 부산진구 당감서로117번길 8(당감동),051-891-0139,35.16886099,129.0335940
부산진구,다솜경로당,부산광역시 부산진구 당감서로 57-8(당감동),051-892-2116,35.16539334,129.0364370
부산진구,가남 경로당,부산광역시 부산진구 가야대로668번길 45(가야동),051-892-8658,35.15411746,129.0447558
부산진구,노장원 경로당,부산광역시 부산진구 가야대로673번길 50(가야동),051-895-0967,35.15671031,129.0430328
부산진구,가야 경로당,부산광역시 부산진구 대학로25번길 29(가야동),051-892-9654,35.15248553,129.0374693
부산진구,가야유림아파트 경로당,"부산광역시 부산진구 가야대로679번길 155(가야동,가야유림아파트)",051-891-4944,35.15568021,129.0391343
부산진구,삼정그린코아아파트경로당,"부산광역시 부산진구 엄광로238번길 5(가야동,삼정그린코아아파트)",051-891-6145,35.15163266,129.0381170
부산진구,가야화신타운 경로당,"부산광역시 부산진구 가야대로 679번길 166(가야동,가야화신타운)",051-895-8805,35.15606498,129.0384148
부산진구,가야KTe-편안세상경로당,"부산광역시 부산진구 가야대로 679번길 166(가야동,가야화신타운)",051-894-0018,35.15606498,129.0384148
부산진구,우정 경로당,부산광역시 부산진구 엄광로182번길 8(가야동),051-891-0707,35.14744344,129.0346945
부산진구,일심 경로당,부산광역시 부산진구 가야대로572번길 44(가야동),051-892-4977,35.15237815,129.0342193
부산진구,가산 경로당,부산광역시 부산진구 가야대로572번가길 23(가야동),051-892-2267,35.15323287,129.0333521
부산진구,동일 경로당,부산광역시 부산진구 가야대로587번길 21-12(가야동),051-894-1696,35.15588457,129.0352735
부산진구,양지 경로당,부산광역시 부산진구 엄광로326번나길 3(가야동),051-898-5020,35.15271104,129.0437390
부산진구,가얏골 경로당,부산광역시 부산진구 엄광로 294(가야동),,35.15501717,129.0418149
부산진구,다사랑 경로당,부산광역시 부산진구 대학로61번길 15(가야동),,35.15003186,129.0355834
부산진구,엄광로 경로당,부산광역시 부산진구 엄광로256번길 25-3,,35.15280702,129.0399209
부산진구,금정 경로당,부산광역시 부산진구 엄광로69번길 16-8,051-892-6844,35.14852059,129.0235689
부산진구,중앙 경로당,부산광역시 부산진구 가야공원로40번길 6(개금동),051-893-1225,35.14992207,129.0294361
부산진구,무궁화 경로당,부산광역시 부산진구 가야대로510번길 60(개금동),051-891-3100,35.15039200,129.0282348
부산진구,고원 경로당,"부산광역시 부산진구 엄광로62번길 61(개금동,고원아파트)",051-892-8581,35.14547289,129.0236844
부산진구,한일하나로 경로당,"부산광역시 부산진구 가야공원로38번길 81(개금동,한일하나로아파트)",051-896-6258,35.14998414,129.0253103
부산진구,일산 경로당,"부산광역시 부산진구 가야대로510번길 80-1, 상가동 201호(개금동,일산주택)",051-896-6413,35.14950928,129.0281578
부산진구,엄광경로당,"부산광역시 부산진구 가야대로510번길 80-1, 상가동 202호(개금동,일산주택)",051-896-7010,35.14950928,129.0281578
부산진구,일심 경로당,"부산광역시 부산진구 엄광로62번길 61(개금동,고원아파트)",051-891-8582,35.14547289,129.0236844
부산진구,진성아파트 경로당,"부산광역시 부산진구 엄광로 102-1(개금동,진성아파트)",051-896-3088,35.14839309,129.0269146
부산진구,가야반도보라빌노인정,"부산광역시 부산진구 가야공원로 41(가야동,가야반도보라빌)",051-925-9664,35.15048286,129.0323844
부산진구,가야동원로얄듀크,"부산광역시 부산진구 가야대로 531(개금동,가야동원로얄듀크)",051-900-6990,35.15404414,129.0301795
부산진구,해운아파트 경로당,"부산광역시 부산진구 엄광로 154(개금동,해운아파트)",070-7372-0262,35.14786298,129.0320111
부산진구,중심경로당,부산광역시 부산진구 냉정로252번가길 9-11(개금동),051-897-2522,35.14987484,129.0275698
부산진구,가야2동 장수경로당,부산광역시 부산진구 냉정로252번가길 9-11(개금동),051-897-2527,35.14987484,129.0275698
부산진구,성원상떼뷰 경로당,"부산광역시 부산진구 개금온정로 5(개금동,성원상떼뷰아파트)",,35.15375735,129.0246773
부산진구,개금롯데캐슬아파트경로당,"부산광역시 부산진구 개금온정로 10(개금동,개금롯데캐슬아파트)",051-902-8977,35.15472672,129.0272906
부산진구,복지 경로당,부산광역시 부산진구 가야대로406번길 29(개금동),051-894-9433,35.15035950,129.0171498
부산진구,개금 노인회,"부산광역시 부산진구 가야대로424번길 54-5, 1층(개금동)",051-893-2325,35.14985206,129.0185372
부산진구,개금부녀 노인회,"부산광역시 부산진구 가야대로424번길 54-5, 2층(개금동)",051-893-2891,35.14985206,129.0185372
부산진구,부녀복지 경로당,부산광역시 부산진구 가야대로406번길 29(개금동),051-893-1216,35.15035950,129.0171498
부산진구,개금복지회관할머니경로당,부산광역시 부산진구 냉정로 230-1(개금동),051-893-0464,35.15083453,129.0249479
부산진구,개금1동 경로당,부산광역시 부산진구 냉정로 230-1(개금동),051-894-2803,35.15083453,129.0249479
부산진구,동우경로당,부산광역시 부산진구 개금온정로13번길 15(개금동),051-891-5775,35.15430175,129.0242561
부산진구,고운경로당,부산광역시 부산진구 진사로25번길 11-3(개금동),,35.14949821,129.0166671
부산진구,팔각정경로당,부산광역시 부산진구 복지로47번길 30(개금동),,35.14881810,129.0224972
부산진구,가금경로당,부산광역시 부산진구 가야대로507번길 45-12(개금동),,35.15533687,129.0286812
부산진구,학청 경로당,부산광역시 부산진구 진사로68번길 16(개금동),051-892-9351,35.14511789,129.0155371
부산진구,학청할머니경로당,"부산광역시 부산진구 진사로50번길 10, 국민주택 A-40(개금동)",070-4951-7827,35.14642211,129.0158716
부산진구,학산 경로당,부산광역시 부산진구 복지로 101(개금동),051-892-8851,35.14426254,129.0197076
부산진구,벽산아파트 노인정,"부산광역시 부산진구 엄광로 68(개금동,벽산아파트)",051-892-8855,35.14661669,129.0269910
부산진구,벽산아파트 할머니경로당,"부산광역시 부산진구 엄광로 68(개금동,벽산아파트)",051-898-9980,35.14661669,129.0269910
부산진구,시영아파트 경로당,"부산광역시 부산진구 진사로61번길 29(개금동,시영아파트)",051-891-8177,35.14660161,129.0170371
부산진구,개금2동대동아파트경로당,"부산광역시 부산진구 진사로89번길 73(개금동,대동아파트)",051-894-5025,35.14308922,129.0209549
부산진구,엄광할머니경로당,부산광역시 부산진구 복지로 95(개금동),,35.15189427,129.0200773
부산진구,개금현대I 아파트경로당(남),"부산광역시 부산진구 복지로 70(개금동,개금현대I아파트)",051-914-3030,35.14745408,129.0196377
부산진구,개금현대I 아파트경로당(여),"부산광역시 부산진구 복지로 70(개금동,개금현대I아파트)",,35.14745408,129.0196377
부산진구,새마을 경로당,"부산광역시 부산진구 복지로 116, 국민주택 A-357(개금동)",070-7369-7501,35.14311132,129.0183324
부산진구,일진 경로당,부산광역시 부산진구 백양대로313번길 12(개금동),051-896-8934,35.15362947,129.0173990
부산진구,개화 경로당,"부산광역시 부산진구 백양대로208번길 25(개금동,개금주공1단지)",051-891-4649,35.15948208,129.0256382
부산진구,백양 경로당,"부산광역시 부산진구 백양관문로 7(개금동,개금주공2단지)",051-893-9366,35.16009900,129.0304755
부산진구,일심 경로당,부산광역시 부산진구 개금본동로23번길 55(개금동),051-893-0482,35.15759241,129.0220583
부산진구,우성 경로당,"부산광역시 부산진구 백양대로208번길 38-25(개금동,우성아파트)",051-896-9795,35.16172671,129.0288057
부산진구,성도 경로당,"부산광역시 부산진구 개금본동로22번길 29(개금동,성도아파트)",051-894-4448,35.16025489,129.0237930
부산진구,현대청풍 경로당,"부산광역시 부산진구 개금본동로 36(개금동,현대아파트)",051-924-2479,35.15939502,129.0231456
부산진구,한진 경로당,"부산광역시 부산진구 백양대로208번길 90(개금동,한진아파트)",051-894-4080,35.16179118,129.0254587
부산진구,반도보라여자경로당,"부산광역시 부산진구 개금본동로 42(개금동,반도보라아파트)",051-898-2479,35.15939853,129.0216638
부산진구,반도보라아파트 남자경로당,"부산광역시 부산진구 개금본동로 42(개금동,반도보라아파트)",051-893-2479,35.15939853,129.0216638
부산진구,개금사회복지관 경로당,"부산광역시 부산진구 백양관문로77번길 140(개금동,개금종합사회복지관)",051-893-5034,35.16412973,129.0249942
부산진구,우드빌 경로당,"부산광역시 부산진구 백양관문로77번길 56(개금동,우드빌아파트)",051-892-9331,35.16339918,129.0271693
부산진구,우드빌화목노인정,"부산광역시 부산진구 백양대로208번길 144(개금동,우드빌아파트)",051-896-7477,35.16313254,129.0245974
부산진구,동원화인훼밀리 할아버지경로당,부산광역시 부산진구 백양관문로77번길 42 ,051-895-3645,35.16559285,129.0278446
부산진구,동원화인훼밀리 할머니경로당,부산광역시 부산진구 백양관문로77번길 55 ,051-896-3645,35.16392877,129.0284932
부산진구,신개금LG 할아버지경로당,"부산광역시 부산진구 백양대로300번길 20(개금동,신개금LG아파트)",051-895-8834,35.15504721,129.0192386
부산진구,신개금LG 아파트노인회,"부산광역시 부산진구 백양대로300번길 20(개금동,신개금LG아파트)",,35.15504721,129.0192386
부산진구,개금3동삼환아파트경로당,"부산광역시 부산진구 백양대로208번길 133(개금동,삼환아파트)",051-913-9684,35.16212457,129.0233444
부산진구,범천경로당,부산광역시 부산진구 범일로131번길 32(범천동),051-633-2269,35.14268308,129.0587766
부산진구,안락 경로당,부산광역시 부산진구 범일로142번길 47-11(범천동),051-647-3622,35.14303412,129.0619197
부산진구,대원아파트 경로당,"부산광역시 부산진구 황령대로18번길 43(범천동,대원아파트)",051-635-7133,35.14631425,129.0620282
부산진구,두산위브센티움 노인정,"부산광역시 부산진구 자유평화로37번길 67,205호(범천동,두산위브센티움아파트)",051-633-3631,35.14424788,129.0622757
부산진구,신천경로당,부산광역시 부산진구 신천대로65번길 99(범천동),051-637-0550,35.14571919,129.0579271
부산진구,서면유림노르웨이숲아파트 경로당,"부산광역시 부산진구 신천대로 71(범천동,서면유림노르웨이숲아파트)",051-645-8445,35.14997751,129.0574994
부산진구,안양 경로당 ,부산광역시 부산진구 만리산로74번길 3(범천동),051-644-3063,35.14740286,129.0519459
부산진구,범팔 경로당,부산광역시 부산진구 신암로39번길 31(범천동),051-635-5479,35.14499218,129.0544718
부산진구,솔내음 경로당,부산광역시 부산진구 안창로22번길 12(범천동),070-7377-4376,35.14594252,129.0467582
부산진구,희망경로당,부산광역시 부산진구 신암로75번길 12(범천동),051-911-6789,35.14814850,129.0532724
부산진구,호산 경로당,부산광역시 부산진구 엄광로495번길39-1(범천동),051-643-5805,35.14338867,129.0522892
부산진구,천일 경로당,부산광역시 부산진구 엄광로 517-4(범천동),051-646-1908,35.14434256,129.0483179
부산진구,항도아파트 경로당,"부산광역시 부산진구 신암로 72(범천동,항도아파트)",,35.14807384,129.0545994
부산진구,성림아파트 경로당,"부산광역시 부산진구 신암로 51-6(범천동,성림아파트)",051-637-3632,35.14640626,129.0545998
부산진구,한마음 경로당,"부산광역시 부산진구 만리산로 46(범천동,한마음아파트)",051-637-7716,35.14623262,129.0548719
부산진구,범천경남아파트 경로당,"부산광역시 부산진구 신암로 32(범천동,범천경남아파트)",051-636-0144,35.14592850,129.0566678
부산진구,금골경로당,부산광역시 부산진구 만리산로73번길 34(범천동),051-634-1272,35.14590986,129.0515645
부산진구,한마을경로당,부산광역시 부산진구 만리산로61번길 13-2(범천동),051-637-7895,35.14659875,129.0531976
부산진구,범천엘에이치아파트경로당,"부산광역시 부산진구 신암로 66(범천동,범천LH아파트)",051-633-7712,35.14730602,129.0547870
부산진구,한사랑경로당,부산광역시 부산진구 범천로12번가길 30-5(범천동),051-806-0141,35.14900978,129.0568393
부산진구,새마을할머니 경로당,부산광역시 부산진구 신암로 94-1(범천동),051-647-3922,35.14962095,129.0529073
부산진구,부인 경로당,부산광역시 부산진구 신암로155번나길 6(범천동),051-632-2597,35.15322279,129.0481466
부산진구,대한범천 노인회,부산광역시 부산진구 신암로155번가길 15(범천동),051-644-0226,35.15334243,129.0478628
부산진구,선록 경로당,부산광역시 부산진구 엄광로384번나길 20(범천동),051-645-2257,35.15160540,129.0444273
부산진구,할머니 경로당,부산광역시 부산진구 신암로99번길 37(범천동),051-631-7362,35.14936158,129.0505993
부산진구,로얄아파트경로당,"부산광역시 부산진구 엄광로 392(범천동,로얄아파트)",051-635-6786,35.15155939,129.0476643
부산진구,선인경로당,부산광역시 부산진구 만리산로79번길 14(범천동),051-647-3385,35.14715169,129.0507684
부산진구,서면e편한세상아파트경로당,"부산광역시 부산진구 가야대로 702(범천동,서면e편한세상아파트)",051-804-9978,35.15640094,129.0485826
부산진구,서면엘리시안아파트경로당,"부산광역시 부산진구 만리산로 11(범천동,서면DS협성엘리시안아파트)",,35.14477613,129.0534045
부산진구,안창마을 경로당,부산광역시 부산진구 안창로72번길 17(범천동),051-638-6738,35.14602152,129.0407343
부산진구,범천양지경로당,부산광역시 부산진구 만리산로5번길 24(범천동),,35.14267325,129.0537066
동래구,한진타운경로당,"부산광역시 동래구 충렬대로200번길 25(수안동, 한진타운)",051-555-4499,35.20182196,129.0803331
동래구,수안아파트경로당,"부산광역시 동래구 명륜로45번길 31(수안동, 수안아파트)",051-554-7757,35.19850483,129.0823536
동래구,제일아파트경로당,부산광역시 동래구 충렬대로202번길 77(수안동),051-557-3337,35.19963634,129.0818195
동래구,한신아파트경로당,"부산광역시 동래구 낙민로 17(낙민동,한신아파트)",051-556-2446,35.19831318,129.0906419
동래구,한신경로당,부산광역시 동래구 안남로 46(낙민동),051-526-4641,35.19389446,129.0978300
동래구,한양복지경로당,부산광역시 동래구 충렬대로 314(낙민동),051-556-7950,35.19844837,129.0916430
동래구,낙민경로당,부산광역시 동래구 반송로175번길 13(낙민동),051-553-8189,35.19728746,129.0944276
동래구,동산경로당,부산광역시 동래구 반송로175번길 13(낙민동),051-554-0184,35.19728746,129.0944276
동래구,낙민동우성아파트,"부산광역시 동래구 안남로 9(낙민동,우성아파트)",051-529-0336,35.19500716,129.0934087
동래구,제일맨션경로당,부산광역시 동래구 낙민로 14(낙민동),051-556-4816,35.19912254,129.0898511
동래구,수민할아버지경로당,"부산광역시 동래구 온천천로 303-4, 2층(수안동)",051-553-7226,35.19488638,129.0868076
동래구,수민할머니경로당,"부산광역시 동래구 온천천로 303-4, 1층(수안동)",051-555-8597,35.19488638,129.0868076
동래구,중앙하이츠1차아파트경로당,"부산광역시 동래구 안남로31번길 10(낙민동,중앙하이츠아파트)",051-523-0987,35.19511432,129.0965067
동래구,중앙하이츠2차아파트경로당,"부산광역시 동래구 안남로 36(낙민동, 중앙하이츠2단지)",051-522-4666,35.19421951,129.0957810
동래구,벽산아파트경로당,"부산광역시 동래구 안남로47(낙민동,벽산아파트)",051-522-4320,35.19528840,129.0971899
동래구,동원아파트경로당,"부산광역시 동래구 온천천로 399번길 14(낙민동,동원아파트)",051-527-3814,35.19292696,129.0971691
동래구,수안할아버지경로당,부산광역시 동래구 온천천로 279-13(수안동),051-558-5448,35.19605668,129.0849675
동래구,수안할머니경로당,부산광역시 동래구 온천천로 279-13(수안동),051-558-0590,35.19605668,129.0849675
동래구,한일유앤아이아파트경로당,"부산광역시 동래구 온천천로339번길 28(낙민동, 낙민동한일유앤아이아파트)",051-552-6384,35.19573314,129.0928694
동래구,수안조성하이츠아파트경로당,"부산광역시 동래구 온천천로 273, 경로당(수안동, 수안조성하이츠아파트)",051-555-2155,35.19674238,129.0838895
동래구,복산경로당,부산광역시 동래구 동래로159번길 121(칠산동),051-553-6281,35.20696172,129.0931628
동래구,내성경로당,부산광역시 동래구 동래로 188(칠산동),051-554-8007,35.20306171,129.0908372
동래구,칠산할머니경로당,부산광역시 동래구 칠산로42번길 6(칠산동),051-556-9715,35.20653703,129.0932779
동래구,우성 베스토피아 아파트경로당,부산광역시 동래구 복천로5번길 34(복천동),051-554-9335,35.20583432,129.0872392
동래구,동래경로당,부산광역시 동래구 동래로148번길 5(복천동),051-554-7255,35.20432669,129.0864943
동래구,복천현대아파트경로당,"부산광역시 동래구 복천로5번길 31(복천동,현대아파트)",051-918-7300,35.20704170,129.0862889
동래구,읍성경로당,부산광역시 동래구 복천로41번나길 14-15(복천동),051-555-1107,35.20799049,129.0900356
동래구,학산경로당,부산광역시 동래구 칠산로39번가길 60-10(칠산동),051-555-2558,35.20488788,129.0942332
동래구,새미경로당,부산광역시 동래구 동래로179번나길8(칠산동),051-554-1002,35.20450315,129.0909224
동래구,명륜새마을경로당,부산광역시 동래구 명륜로129번길 56-13(명륜동),051-553-0391 ,35.20553651,129.0792292
동래구,명신할아버지경로당,부산광역시 동래구 명륜로138번길 39(명륜동),051-554-0224,35.20702526,129.0841032
동래구,명신할머니경로당,부산광역시 동래구 명륜로138번길 39(명륜동),051-554-0224,35.20702526,129.0841032
동래구,명륜 쌍용예가경로당,"부산광역시 동래구 동래로 53(명륜동, 쌍용예가아파트)",051-553-6789,35.21014055,129.0804654
동래구,문화할아버지경로당,부산광역시 동래구 동래로79번길 96-1(명륜동),,35.21256572,129.0824306
동래구,명륜 SK VIEW 경로당,"부산광역시 동래구 명륜로236번길 9(명륜동, 명륜동SK-VIEW)",051-552-4621,35.21425590,129.0849353
동래구,동래센트럴파크하이츠1단지경로당,"부산광역시 동래구 문화로 15(명륜동, 동래센트럴파크하이츠)",051-555-0363,35.21126791,129.0844232
동래구,동래센트럴파크하이츠2단지경로당,"부산광역시 동래구 문화로 33(명륜동, 동래센트럴파크하이츠)",051-557-0342,35.21126791,129.0844232
동래구,명륜아이파크경로당,"부산광역시 동래구 명륜로 170(명륜동, 명륜아이파크아파트)",051-557-2224,35.20994701,129.0829559
동래구,명륜2차아이파크경로당,"부산광역시 동래구 시실로 49(명륜동, 명륜2차아이파트)",051-552-9806,35.21638923,129.0872703
동래구,명륜자이경로당,"부산광역시 동래구 명륜로 139번길 22(명륜동, 명륜자이아파트)",,35.20667258,129.0812101
동래구,힐스테이트명륜경로당,부산광역시 동래구 명륜로 222(명륜동),051-556-6501,35.21396981,129.0836684
동래구,마암경로당,부산광역시 동래구우장춘로 126-20(온천동) ,051-558-5254,35.21683516,129.0757104
동래구,온천1동경로당,부산광역시 동래구 금강로 166-12(온천동),051-553-1661,35.22284655,129.0818643
동래구,신화타워경로당,부산광역시 동래구온천장로 20(온천동),051-554-1388,35.21397883,129.0796376
동래구,르메이에르경로당,"부산광역시 동래구 금강공원로20번길 46(온천동,르메이에르동래타운)",051-556-5177,35.22108322,129.0834995
동래구,벽산아스타경로당,"부산광역시 동래구 중앙대로 1473번길 13(온천동, 벽산아스타)",051-557-7736,35.21747816,129.0824410
동래구,온천성완경로당,"부산광역시 동래구 금강로160-1(온천동, 온천성완아파트)",051-558-5462,35.22261310,129.0817623
동래구,온천프라자아파트경로당,"부산광역시 동래구 금강로 69(온천동, 온천프라자아파트) ",,35.21548738,129.0772522
동래구,락수노인정,"부산광역시 동래구 충렬대로107번길 54(온천동,럭키아파트)",051-554-0849,35.20984297,129.0744099
동래구,온천2동새마을경로당,부산광역시 동래구동래구 금강로10번길 16(온천동),051-556-1150,35.21209394,129.0726603
동래구,화신경로당,"부산광역시 동래구 쇠미로235번길 9(온천동, 화신아파트)",051-556-7882,35.21114149,129.0641579
동래구,화인경로당,"부산광역시 동래구 쇠미로235번길 12(온천동,화인그린아파트)",051-557-5448,35.21145249,129.0646672
동래구,동래2차 SK VIEW 아파트경로당,"부산광역시 동래구 금강로 48(온천동, 동래SKVIEW 2차아파트)",051-554-7370,35.21297898,129.0765271
동래구,온천대동경로당,"부산광역시 동래구 금정마을로120(온천동, 온천대동다숲)",,35.21100159,129.0667371
동래구,미남경로당,부산광역시 동래구 쇠미로221번길6-4(온천동),051-557-3618,35.21024458,129.0646734
동래구,동남아파트경로당,"부산광역시 동래구 여고북로 141(온천동,동남온천맨션)",051-506-3050,35.20198353,129.0723076
동래구,포전경로당,부산광역시 동래구 여고북로123번길 47(온천동),051-504-1205,35.20326641,129.0709627
동래구,열화정 경로당,"부산광역시 동래구 충렬대로140번길 56(온천동, 동영아파트)",051-503-4132,35.20281606,129.0749871
동래구,금정할머니경로당,부산광역시 동래구 쇠미로 146(온천동),051-506-0103,35.20371009,129.0615350
동래구,금정 할아버지경로당,부산광역시 동래구 쇠미로 146(온천동),051-506-3287,35.20371009,129.0615350
동래구,화신동영경로당,"부산광역시 동래구 쇠미로129번길 62-12(온천동,화신동영아파트)",051-505-2752,35.20492132,129.0601231
동래구,동부현대아파트(수복경로당),"부산광역시 동래구 쇠미로129번길 86(온천동,동부현대아파트)",051-503-2048,35.20628431,129.0588778
동래구,한사랑아파트경로당,"부산광역시 동래구 아시아드대로255번가길 8-9(온천동,한사랑아파트)",051-504-5993,35.20810818,129.0677535
동래구,대우아파트경로당,"부산광역시 동래구 충렬대로140번길 32(온천동,동래대우아파트)",051-928-7968,35.20374399,129.0750433
동래구,온천삼정그린코아경로당,"부산광역시 동래구 쇠미로129번길 91(온천동,삼정그린코아아파트)",051-505-1834,35.20648646,129.0574088
동래구,온천반도보라스카이뷰아파트경로당,"부산광역시 동래구 아시아드대로 234(온천동,반도보라스카이뷰아파트)",051-506-0557,35.20395045,129.0690388
동래구,포전할머니경로당,부산광역시 동래구 충렬대로108번길40-5(온천동),051-506-1055,35.20474774,129.0726514
동래구,금송경로당,부산광역시 동래구 아시아드대로219번길 55-10(온천동),051-505-9210,35.20460089,129.0637650
동래구,e편한세상 동래아시아드 경로당,부산광역시 동래구 아시아드대로 202(온천동),,35.20229734,129.0663815
동래구,사직1동할아버지경로당,부산광역시 동래구 석사로18번길 27-7(사직동),051-502-1987,35.19811764,129.0629995
동래구,사직1동할머니경로당,부산광역시 동래구 석사로18번길 27-7(사직동),051-502-5886,35.19811764,129.0629995
동래구,석사할아버지경로당,부산광역시 동래구 사직북로48번길 36-3(사직동),051-505-8755,35.20058986,129.0606707
동래구,석사할머니경로당,부산광역시 동래구 사직북로48번길 36-3(사직동),051-501-8532,35.20058986,129.0606707
동래구,사직자이경로당,"부산광역시 동래구 사직로 36(사직동, 사직자이)",051-501-5477,35.19683874,129.0618517
